동영상제목,조회수,좋아요수,게시일,댓글내용,댓글작성자,댓글좋아요수,댓글작성일
,,,,서버 아키텍쳐라기 보단 AWS 인프라 아키텍쳐. 돈이 문제...,@은하수-p2t,1,2023-07-12T22:29:13Z
JS 없이 CSS 로만 🍔 코딩 하기!,16745,484,2023-07-02T11:30:11Z,"📌 니꼬쌤과 무료로 코딩 시작하기!
https://bit.ly/46ro3yi",@nomadcoders,1,2023-07-02T12:41:20Z
,,,,"참고: 지금처럼 왼쪽 아닌 오른쪽에서 뜨는 형태라면 약간 복잡해 질 수 있습니다.
참고2: input의 checked 상태를 파악하여 열리고, 닫히는 형태이기 때문에 dimmed 즉, 메뉴 밖을 눌렀을 때 닫히게 하는 것은 또 다른 트릭을 이용해야 합니다.",@ChloeAriko,9,2023-07-02T16:44:54Z
,,,,이런 거 더 해주십쇼 쌤,@스바-t1o,11,2023-07-02T11:57:51Z
,,,,이런 초보자도 따라할 수 있는 영상 너무 좋은 것 같아요!! 비슷한 주제로 더 올리면 좋을 것 같아요 :) I love you nico,@lIIllIllIIIll,4,2023-07-02T11:38:35Z
,,,,css만으로 구현이 가능하다니!! 설명이 간단명료해서 보면서 바로바로 이해되는게 넘 신기해요! css 콘텐츠 마구마구 올려주세요..💖,@zi3465,2,2023-07-03T00:12:22Z
,,,,개인적으로 CSS가 자바스크립트보다 더 직관적이라 생각해서 CSS를 더 많이 사용하는 이런것들 너무 좋아요~,@jetishie,2,2023-07-02T11:39:42Z
,,,,:has를 처음 알았네요.. 스크립트 없이 응용 할 곳이 많겠어요! 감사합니다!!ㅎㅎ,@gasranger,1,2023-07-03T01:20:31Z
,,,,진짜 근본적으로 어떻게 하는지 진짜 말로만 들엇는데 이렇게 간단한 설명 항상 감사합니다 ㅠㅠ 꿈만 키워나가다 또 한번 모티베이션 받구  가요 !!,@늦은사람,2,2023-07-02T11:39:13Z
,,,,"자.. 사파리에서 켜보자...

...된다!",@hackish113,6,2023-07-02T11:37:31Z
,,,,무궁무진한 css 기능에 감탄하구갑니닷🫣💫,@쟌이-t4l,1,2023-07-10T03:47:27Z
Deno 스택 vs. React. NodeJS 스택과 비교해봤다...!,23108,390,2023-06-25T11:45:00Z,"📌 니꼬쌤과 무료로 코딩 공부 시작하기!
https://bit.ly/3plFnEd",@nomadcoders,4,2023-06-25T13:22:30Z
,,,,"Thank you for your kind video. That's a really good stack!
I am also waiting for Deno KV waitlist.",@wookingwoo,2,2023-06-25T20:57:24Z
,,,,"디노가 프로덕션에서 상용화 되려면... 노드가 거쳐온 백엔드 무명기보다 더 시간이 필요할것 같네요. 노드 6버전일때 노드 풀스택으로 포트폴리오 만들었었는데, 그 시절에는 진짜 노드 개발자 수요 찾기 힘들어서 프론트엔드로 취업 했었던 기억이 나네요",@wontaekim7536,11,2023-06-25T12:55:02Z
,,,,"개인적으로 deno Fresh 는 이미 자바스크립트 진영에서 많은 경험을 겪은 개발자들이 쉽게 사이드 프로젝트나 토이프로젝트를 하기에 너무나 좋은 프레임워크라고 생각해요

다른 개발자들이 deno는 시기상조다 라고 말하는거에 비해  deno는 충분히 매력적이고 좋은 어플리케이션을 설계할수있고 만들수 있는 가능성이 있는 것 같아요
단지 deno는 후발주자이고 이미 node.js 진영에 많은 개발자들이 익숙해져서 굳이 갈아탈 이유를 못느끼는 것 같기도 해요

아직도 php에서 javascript 진영으로 넘어올 이유를 못느끼는 많은 개발자들이 아직도 있는 것처럼요

저도 deno 굉장히 관심있게 보고있고 Fresh가 처음 발표했을 때 정말 기대했고 그 기술력에 또한 감탄한 적이 있이요 니꼬쌤의 deno 와 Fresh 강좌도 기대해 볼수 있을까요??

항상 개발자를 위한 좋은 소개영상, 데모영상 감사합니다!",@qoophon,10,2023-06-25T15:49:08Z
,,,,"yes , please. And thanks for the video!",@abov1793,0,2023-07-19T19:16:42Z
,,,,전 Deno보다 Bun이 더 기대됩니다. 기존 nodejs을 기반으로한 프로젝트를 쉽게 마이그레이션 할 수 있으면서 속도 향상이 보장되니까요.,@cottons-kr,3,2023-06-25T13:28:45Z
,,,,"디노가 정말 좋은 프레임워크인건 맞지만 
아직 국내에 관련 서적이 1권일 정도로 자료도 열악하고 세계적으로도 커뮤니티도 열악해서
상용화가 되기엔 너무나도 멀어보이네요
아직 국내에 노드를 백엔드로 채용하는 곳도 극소수인데 디노를 공부해서 취업하기란...
당분간은 next + 타입스크립트가 대세이지 않을까 싶네요",@hj-genie,3,2023-06-26T02:55:17Z
,,,,Deno Deploy는 확실히 편한거 같아요. 항시 돌아가야 해서 Vercel/Netlify 서버리스 펑션에서 못 돌리는 프로그램들 배포할 때 엄청 유용하더라고요... TCP 연결도 지원하고,@sudo-rm--rf,0,2023-06-28T12:38:02Z
,,,,디노는 진짜 너무너무 좋은데 토이용으로는 만들지만 프로덕션으로 쓰기 겁남.. 커뮤니티가 아직 작아서...,@DG_it,5,2023-06-25T12:32:02Z
,,,,일단 귀여워서 호감🦕,@Rabbit-n4x,2,2023-06-25T22:58:45Z
코딩할때 듣기 좋은 Lofi Mix 🎵 치앙마이 • upbeat lofi playlist 🌴 Chiang Mai 🇹🇭,13668,257,2023-06-21T11:30:07Z,"📌 니꼬쌤과 코딩 공부 시작하기 🔥
https://bit.ly/3N3LzZk",@nomadcoders,4,2023-06-21T11:34:45Z
,,,,코딩하는데 무릎에 앉아있어주는 강아지가 제일 부러워요,@Pikachu-rw3nj,23,2023-06-21T14:19:17Z
,,,,2025년.. 아직도 듣고있다.. 하나 더 내주십쇼..내주신다면 멍뭉이도 꼭 같이..,@Jeenie92,2,2025-01-28T06:51:00Z
,,,,"낭만 개발자 꼬사부 ㅋㅋㅋ
개발자의 낭만은 이런것 같음 탁 트인 전망 시원한 바람 그리고 음악과 댕댕이",@트롤의신-h4p,2,2023-06-21T14:22:54Z
,,,,댕댕이 귀엽네요,@-demolished-,3,2023-06-21T12:10:14Z
,,,,진짜 너무나도 제가 원하는 삶이에요😮 공부하기싫었눈데 공뷰하러 갑니다..,@워어어어어어닝,3,2023-06-21T13:01:18Z
,,,,니코햄 분명히 식당 알아보는중일거임,@ninja69891,3,2023-06-21T13:41:54Z
,,,,니코쌤의 ctrl-c & ctrl-v.mp4 ㅎㅎ lofi music이 영상 배경과 찰떡이네요. 이런 영상 너무 좋아요❤,@roykim2078,2,2023-06-21T14:22:24Z
,,,,힐링+집중되네요 감사합니다,@EnsignerTV,1,2023-07-10T04:28:20Z
,,,,You're living the dream.,@fullmetaltheorist,2,2023-06-21T18:50:08Z
2023 베스트 CSS 프레임워크 딱 골라드림 👑 10분컷.,30056,846,2023-06-17T12:51:38Z,"📌 니꼬쌤과 무료로 코딩 공부하기 
https://bit.ly/42LbjzB",@nomadcoders,5,2023-06-17T12:54:57Z
,,,,"와 진짜 이런 영상 최고에요 니꼬형.
백단개발자들에게는 없어서는 안 될 css프레임워크 ㅋㅋㅋ
저는 요번에 퇴사하고 혼자서 웹 페이지 만들려고 머터리얼CSS 프레임워크 사용해서 작업하고있어요ㅋㅋ
유익한 영상 매번 감사합니다🤩🤩",@DurianSavesTheWorld,16,2023-06-17T13:09:03Z
,,,,"CSS 프레임워크 고르는 기준은 정말 다양하겠지만 내가 구현하고자 하는 로직에 맞춰 적용하는 것도 중요한 것 같아요
NextJS가 이제는 기본으로 서버 컴포넌트 기반으로 동작하는데, css-in-js 라이브러리인 styled-components 등을 사용하다 보면 맘 먹은 대로 되지 않아서 답답할 때가 있더라구요..
내가 사용하는 프레임워크, 구현하고자 하는 로직 기반으로 고르면 훨씬 고르기 편함!",@김학재-j1l,3,2023-06-17T14:48:23Z
,,,,"General Purpose Framework 
Bootstrap
Foundation
Bulma

Utility based Framework 
Tailwind CSS 
Open Props
BassCSS 

Classless Framework
WaterCSS
MVPCSS

Specialized Framework 
Materialize
SystemCSS
NESCSS
PsoneCSS
98CSS
XPCSS
7CSS

Email template Framework 
Bojler

Super lightweight Framework 
Chota
PicoCSS

React Framework 
Chakra
Mantine
Ant Design 
MaterialUI
NextUI (Beta)",@tonmoyhussain6132,7,2023-06-17T14:40:28Z
,,,,"범용 목적 프레임워크
1. 부트스트랩
2. 파운데이션 (커스터마이징 가능, 학습 어려움)
3. Bulma (Flexbox 기반)
유틸리티 기반 프레임워크
1. Tailwind (css 클래스)
2. Open Props (변수 기반)
3. BassCss (초경량)
클래스 없는 프레임워크
1. Water.css
2. Mvp.css (기본 레이아웃 제공)
전문 프레임워크
1. Materialize.css (메테리얼 디자인)
2. System.css (84년 애플 컴퓨터)
3. NES.css (닌텐도)
4. PSone.css (플레이스테이션)
5. 98.css (윈도우 98)
6. XP.css (윈도우 XP)
7. 7.css (윈도우 7)
8. Bojler (이메일)
초경량 프레임워크
1. Chota.css
2. Pico.css
React 전용 프레임워크
1. Chakra (추상화)
2. Mantine
3. Ant Desgin (엔터프라이즈, 어려움)
4. Material UI (메테리얼, 커스텀)
5. NextUI (Vercel 디자인 시스템)",@Hyriph,22,2023-06-28T12:49:02Z
,,,,css보다 강아지가 씬스틸러인게 킬포,@jeon7167,29,2023-06-17T12:53:42Z
,,,,element plus 도 소개해주었으면 좋았을거같아용 !! 오늘도 잘봤어요 니꼬쌤!!:),@연이-n7v,2,2023-06-17T14:55:20Z
,,,,styled component 관련 영상도 제작 부탁드려요~ styled-components emotion 등 runtime에 동작하는 것들과 zero run time 라이브러리 구도면 더 좋을것 같아요~~!,@lacomparte,3,2023-06-17T15:15:49Z
,,,,요즘은 tailwind가 대세죠,@zxy-v1i,3,2023-06-17T13:32:22Z
,,,,Tailwind한번 사용해보면 딴거 못씀. Tailwind에 headless ui조합이 개꿀임,@junsgk,1,2023-06-18T11:43:25Z
찐 파이썬 킬러?! 해외에서 난리난 언어 Mojo 🔥,139936,2701,2023-06-11T11:45:02Z,"📌 니꼬쌤과 무료로 코딩 공부하기 
https://bit.ly/45WXqRo",@nomadcoders,28,2023-06-11T11:48:55Z
,,,,좋긴 하네.. Python에 능숙해도 C++를 배우는 이유가 결국 성능 때문인데. Mojo가 Compiler가 있어서 그때그때마다 머신최적화를 해주는 거면.. 갓...,@SwordMasterZeroSpeed,168,2023-06-11T12:11:57Z
,,,,"아직은.. 당장 쓰지는 않을것 같고 나중에라도 모조가 유용해진다 그러면
언제든지 넘어갈 수 있게 파이썬에 더 익숙해져야겠네요",@sXCNJdMcvf6Rlgl,33,2023-06-11T12:58:36Z
,,,,그니깐 타입 선언만 봐도 언어가 발전하려면 어차피 도입되어야 할 것들은 언젠간 도입되게 돼 있는듯. 솔직히 파이썬 처음 접했을 때 와 이걸 그냥 쓰라고?? 싶었음,@jkijljbnj7165,7,2023-06-11T12:47:01Z
,,,,파이썬을 기반으로 이미 수많은 수퍼셋이 나온 상황에서... 큰 차이가 없다면 조만간 사라질 녀석 중에 하나가 될 듯. 사실 국내에서 텐서플로우도 제대로 사용해서 수익성 있는 사업 시스템 구축한 사람을 본적이 없는데... 모조를 나왔으니 써보기는 하겠지만... 지금 상황에서는 결국 기능과 성능 모두 만족하느냐 그렇지 않냐에서 결판이 날듯. 해외에서는 이미 C언어 계열이 사장되어버리고 있는 흐름과 같은 것 같음.,@godstudio2385,4,2023-06-30T07:11:57Z
,,,,퍼포먼스와 코드 복잡도는 비례할수밖에 없어서 Mojo가 그 정도를 최대한 완화할 수 있는 최고의 수단이 되었으면 좋겠네요,@clomia3195,10,2023-06-15T03:15:45Z
,,,,"과거에 20년 이상 C랑 C++을 써오다가 빠른 개발 시간과 효율 때문에 이제는 파이썬으로 거의 완전히 옮긴 사람입니다. 하는 일은 광학 엔지니어로 R&D 부서에서 광학 및 다양한 공학쪽 모델링, 시뮬레이션과 신제품 설계를 위한 스크립트로써의 활용, 제품 생산 장비 컨트롤 코드 생성을 위한 용도 등에 파이썬을 쓰고 있습니다. 극히 일부의 속도가 필요한 부분만 아주 가끔 C++을 사용합니다. 파이썬의 속도 때문에 rust 나 다른 언어를 고려하다가도 수많은 기존 라이브러리들의 활용 때문에 못 갈아타고 있던 참에 이런것이 나온다면 대 환영입니다. ^^",@jhlee679,10,2023-06-12T13:51:01Z
,,,,파이썬 자스 씨 다 짬뽕해서 쉬운 문법을 어느정도 보장하는 컴파일언어로 바꾸려는거같네요. 요즘 나오는 언어들은 다 이런경향이네,@liilIilIiiIlli,5,2023-06-11T12:45:55Z
,,,,딥러닝 라이브러리들이 무리없이 지원되면 CPU와 GPU에서 모두 병렬처리가 가능하다는 소리이니 정말 크게 기대가 됩니다!,@Engineer_010,20,2023-06-12T05:38:00Z
,,,,"기존 파이썬에 비해 3만5000배? 까지도 빠를 수 있다는 이야기를 하는것들을 보고
약파는거 아니냐는 얘기를 몇달전에 들었는데, 니코가 흥미롭게 본다니까 다시 관심이 생기네요!
파이썬에 속도라는 장점을 얹을 수 있다면 전 너무 환영해요",@MWJ0126,61,2023-06-11T14:56:00Z
자바스크립트로 노션 잠재력 200% 활용하기?!,28828,649,2023-06-08T11:30:06Z,"📌 노션 프로젝트 무료로 시작하기 : https://ntn.so/nomadprojects
📌 템플릿 자세히 살펴보기 : https://www.notion.so/ko-kr/templates/collections/project-management
-
📌 Get started using Notion Projects for free, and unlock the power of AI for only $10 a month: https://ntn.so/nomadprojects
📌 Supporting link with templates: https://www.notion.so/ko-kr/templates/collections/project-management",@nomadcoders,0,2023-06-08T11:31:43Z
,,,,"댕댕이 때문에 니코쌤 얼굴이 하나도 기억나지 않는다 자고 있는거 너무 귀여워요 😂
그나저나 노션은 원래부터도 너무나도 잘 쓰고 있습니다!! 주위에 모르는 친구들한테도 알려주는데 다들 좋다고 하더라구요 ㅋㅋ",@dubidubab-l2w,6,2023-06-08T15:44:38Z
,,,,저렇게 열심히 말하는데 잘 자는 댕댕이가 더 신기하네요. 영상 내용보다 댕댕이에 더 눈이 가네요 ㅋㅋㅋㅋㅋㅋ,@park9085,4,2023-06-11T13:39:12Z
,,,,개가 잘 때만 녹화하는 남자,@Jodokta,15,2023-06-08T11:44:43Z
,,,,노션으로 나이 계산하는거 안되서 찾아보다가 우연히 들어왔는데... 아니...수업 왤케 잘 가르쳐 주시나요? 그리고 한국어 왤케 잘해요...? 에에...??????  구독하고 노션 잘 배워보겠습니다,@Love_Rini,0,2024-02-18T05:13:40Z
,,,,강아지 너무 귀여워요,@markeb54,3,2023-06-10T00:58:43Z
,,,,Notion Project 쓰세요.. 두 번 쓰세요.. 이번 플젝 때 써보는데 너무 죠음.. 🥹,@whi7ehyun,6,2023-06-08T12:11:43Z
,,,,이미 쓰고있는것..,@awwlove_memory,1,2023-06-12T23:17:20Z
,,,,니꼬쌤  삼겹살 먹방 보고싶어요🎉🎉🎉,@name2ya,1,2023-06-08T16:04:25Z
,,,,노션 숙제영상? 무쳤다 무쳤어~~,@danielchoi2259,3,2023-06-08T11:43:54Z
개발자 99%는 틀리는 코딩 문제....!?,46140,931,2023-06-04T11:45:03Z,"📌 니꼬쌤과 타입스크립트 무료로 공부하기! 
https://bit.ly/3MPENGo",@nomadcoders,5,2023-06-04T12:33:37Z
,,,,타입스크립트 사용해야하는 이유가 이해되네..,@우울한영이,55,2023-06-04T11:51:34Z
,,,,"타입 마음대로 바꿔대는거야 타입스크립트로 조금이라도 막을 수 있긴 한데
this 란 키워드는 ㄹㅇ 개빡침 화살표 함수일땐 this 가 달라지는것도 그렇고
원래도 웹 프로그래밍 싫어했는데 JS때문에 더 싫어하게됨",@KRFile,2,2023-06-04T15:05:22Z
,,,,C++하면서 형변환 자동으로 안해서 static_cast 해줘야 하는게 귀찮았는데 이런 오류를 마주칠바에는 말해주는게 확실히 좋네요...,@루먀먀먕,35,2023-06-04T14:28:56Z
,,,,"큰 프로젝트나 그런 데서는 문제되겠지만 
자동형변환 설계 의도에 맞게 사용하다 보면 은근 편한데 너무 항상 까이기만 해",@wotomy,2,2023-06-04T22:53:13Z
,,,,"그동안 데이터사이언스랑 AI쪽만 공부하다가, 아직 백엔드 공부하기 전이라 플러터로 한번 대충 하이브리드언어 학습해보고 JS 공부해보려 하는데 진짜 웃기네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",@baejeongwon,25,2023-06-04T11:54:15Z
,,,,어느 순간부터 생각하는 것을 그만두었습니다.,@oatmealch,1,2023-06-04T12:22:39Z
,,,,"논리식 사용 하려면 Falsy,Truthy한 값부터 외워야 하는 이유. 예기치 않은 버그 발생 ...",@시,4,2023-06-06T15:38:45Z
,,,,"2번부터 벌써 머리가 아프네요… 😂
갑자기 바나나가 먹고 싶어졌습니다🎉",@trial-lspie5179,0,2023-06-05T04:20:58Z
,,,,"8/12. 맨처음은 그냥 NaN일줄 알았는데 fail이라는 결과도 나올 수 있다는게 신기하고, banana는 차분히 봤으면 풀었을거 같은데 쓸데없이 꼬아서 생각한다고 틀렸네요ㅋㅋㅋㅠㅠ",@ninthsun,2,2023-06-04T12:34:59Z
웹사이트 로딩이 더 빨라지는 매직?  🍯 꿀팁 공유 10분컷!,38936,1368,2023-05-28T11:30:06Z,"📌 니콜라스와 무료로 코딩 공부하기 
https://bit.ly/45u4dC7",@nomadcoders,4,2023-05-28T11:40:35Z
,,,,뒤에서 자고 있는 강아지처럼 세상 편하게 자고 싶어지네 ㅠㅠ,@BLUE_PHYSICS,45,2023-05-28T11:39:19Z
,,,,댕댕이에 자꾸 눈이 가서 집중이 안되요ㅎㅎ  강아지 쇼츠 영상 하나 만들어주세요. 미동 하나없이 저러고 계속 자는거 힐링이네. ㅎ,@dailybyahn,3,2023-05-29T11:14:47Z
